12/20/2002,Gangs of New York,97000000.00,77730500.00
10/21/2016,Jack Reacher 2,96000000.00,0.00
3/13/2015,Cinderella,95000000.00,201151353.00
7/13/2012,Ice Age: Continental Drift,95000000.00,161321843.00
12/28/2001,Black Hawk Down,95000000.00,108638745.00
5/27/2010,Sex and the City 2,95000000.00,95347692.00
2/12/2010,Percy Jackson & the Olympians: The Lightning Thief,95000000.00,88768303.00
11/12/2010,Unstoppable,95000000.00,81562942.00
5/9/1997,The Fifth Element,95000000.00,63540020.00
3/31/2000,The Road to El Dorado,95000000.00,50802661.00
12/11/2009,The Lovely Bones,95000000.00,44028238.00
2/6/2015,Seventh Son,95000000.00,17223265.00
5/30/2003,Finding Nemo,94000000.00,380529370.00
12/17/2003,The Lord of the Rings: The Return of the King,94000000.00,377845905.00
12/18/2002,The Lord of the Rings: The Two Towers,94000000.00,342548984.00
6/15/2001,Lara Croft: Tomb Raider,94000000.00,131144183.00
7/18/2001,Jurassic Park III,93000000.00,181166115.00
8/5/2011,Rise of the Planet of the Apes,93000000.00,176760185.00
2/14/2008,The Spiderwick Chronicles,92500000.00,71195053.00
11/5/2004,The Incredibles,92000000.00,261441092.00
2/14/2013,A Good Day to Die Hard,92000000.00,67349198.00
4/9/2004,The Alamo,92000000.00,22406362.00
12/22/1995,Cutthroat Island,92000000.00,9833397.00
12/25/2013,The Secret Life of Walter Mitty,91000000.00,58236838.00
7/1/1997,Men in Black,90000000.00,250147615.00
11/19/1999,Toy Story 2,90000000.00,245823397.00
8/3/2001,Rush Hour 2,90000000.00,226164286.00
12/25/2009,Sherlock Holmes,90000000.00,209028679.00
7/1/2009,Ice Age: Dawn of the Dinosaurs,90000000.00,196573705.00
7/21/2000,What Lies Beneath,90000000.00,155370362.00
4/15/2011,Rio,90000000.00,143619809.00
10/6/2006,The Departed,90000000.00,132384315.00
11/3/2000,Charlie's Angels,90000000.00,125305545.00
6/19/1998,Mulan,90000000.00,120618403.00
8/13/2008,Tropic Thunder,90000000.00,110461307.00
12/20/2011,The Girl with the Dragon Tattoo,90000000.00,102515793.00
7/11/1997,Contact,90000000.00,100769177.00
6/6/2008,You Don't Mess With the Zohan,90000000.00,100018837.00
5/19/1995,Die Hard: With a Vengeance,90000000.00,99983259.00
6/8/2001,Atlantis: The Lost Empire,90000000.00,84052762.00
12/25/2008,Valkyrie,90000000.00,83077762.00
6/29/2001,Artificial Intelligence: AI,90000000.00,78616689.00
7/24/2015,Pixels,90000000.00,78202755.00
11/26/2003,The Haunted Mansion,90000000.00,75817994.00
8/4/2000,Hollow Man,90000000.00,73209340.00
4/22/2005,The Interpreter,90000000.00,72515360.00
8/7/2013,Percy Jackson: Sea of Monsters,90000000.00,68559554.00
7/25/2003,Lara Croft: Tomb Raider: The Cradle of Life,90000000.00,65653758.00
11/21/2001,Spy Game,90000000.00,62362560.00
4/4/1997,The Saint,90000000.00,61355436.00
3/10/2000,Mission to Mars,90000000.00,60874615.00
12/17/1999,Bicentennial Man,90000000.00,58220776.00
7/7/2004,King Arthur,90000000.00,51877963.00
4/25/1997,Volcano,90000000.00,47474112.00
3/26/1997,The Devil's Own,90000000.00,42877165.00
